Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome
ACTR3BP5	ACTR3B pseudogene 5			10p11.1
ACTR3BP6	ACTR3B pseudogene 6			22q11.1
ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)		ARP11	7q36.1
ACTR3P1	ACTR3 pseudogene 1			14q11.2
ACTR3P2	ACTR3 pseudogene 2			Xq13.1
ACTR3P3	ACTR3 pseudogene 3			3q12.2
ACTR5	ARP5 actin-related protein 5 homolog (yeast)		FLJ12785, Arp5, INO80M	20q12
ACTR6	ARP6 actin-related protein 6 homolog (yeast)		ARP6, FLJ13433	12q23.1
ACTR6P1	ACTR6 pseudogene 1			4q25
ACTR8	ARP8 actin-related protein 8 homolog (yeast)		INO80N	3p21.31
ACTR10	actin-related protein 10 homolog (S. cerevisiae)		HARP11, ACTR11, Arp11	14q23.1
ACTRT1	actin-related protein T1		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25
ACTRT2	actin-related protein T2		Arp-T2, ARPM2, FLJ25424	1p36.3
ACTRT3	actin-related protein T3		ARPM1	3q26.2
ACVR1	activin A receptor, type I	ACVRLK2	SKR1, ALK2, ACVR1A	2q23-q24
ACVR1B	activin A receptor, type IB	ACVRLK4	ALK4, SKR2, ActRIB	12q13
ACVR1C	activin A receptor, type IC		ALK7, ACVRLK7	2q24.2
ACVR2A	activin A receptor, type IIA	ACVR2	ACTRII	2q22.2-q23.3
ACVR2B	activin A receptor, type IIB		ActR-IIB	3p22
ACVR2B-AS1	ACVR2B antisense RNA 1			3p22.2
ACVRL1	activin A receptor type II-like 1	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13
ACVRLK2~withdrawn	symbol withdrawn, see ACVR1			
ACY1	aminoacylase 1			3p21.2
ACY1L~withdrawn	symbol withdrawn, see CCDC102B			
ACY3	aspartoacylase (aminocyclase) 3		HCBP1, MGC9740, ACY-3	11q13.2
ACYP1	acylphosphatase 1, erythrocyte (common) type			14q24.3
ACYP2	acylphosphatase 2, muscle type			2p16.2
AD1~withdrawn	symbol withdrawn, see APP			
AD2~withdrawn	symbol withdrawn, see APOE			
AD3~withdrawn	symbol withdrawn, see PSEN1			
AD4~withdrawn	symbol withdrawn, see PSEN2			
AD5	Alzheimer disease 5			12p11.23-q13.12
ADA	adenosine deaminase			20q13.12
ADAD1	adenosine deaminase domain containing 1 (testis-specific)		Tenr	4q27
ADAD1P1	adenosine deaminase domain containing 1 (testis-specific) pseudogene 1			3p22.2
ADAD1P2	adenosine deaminase domain containing 1 (testis-specific) pseudogene 2			18q21.1
ADAD2	adenosine deaminase domain containing 2		TENRL, FLJ00337	16q24.1
ADAL	adenosine deaminase-like			15q15.3
ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.13
ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)			12q24.13
ADAM2	ADAM metallopeptidase domain 2	FTNB	PH-30b, PH30, CT15	8p11.2
ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1	ADAM3, tMDCI	8p11.22
ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2		16q12.1
ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P	tMDCII	8p11.23
ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96	tMDCIV	14q32.33
ADAM7	ADAM metallopeptidase domain 7		GP-83, EAPI	8p21.2
ADAM8	ADAM metallopeptidase domain 8		CD156, MS2, CD156a	10q26.3
ADAM9	ADAM metallopeptidase domain 9	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.23
ADAM10	ADAM metallopeptidase domain 10		kuz, MADM, HsT18717, CD156c	15q2
ADAM11	ADAM metallopeptidase domain 11	MDC		17q21.3
ADAM12	ADAM metallopeptidase domain 12		MCMPMltna, MLTN	10q26
ADAM12-OT1~withdrawn	entry withdrawn			
ADAM15	ADAM metallopeptidase domain 15		MDC15	1q21.3
ADAM17	ADAM metallopeptidase domain 17	TACE	cSVP, CD156B	2p25
ADAM18	ADAM metallopeptidase domain 18		tMDCIII, ADAM27	8p11.22
ADAM19	ADAM metallopeptidase domain 19		MLTNB	5q33.3
ADAM20	ADAM metallopeptidase domain 20			14q24.2
ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55		14q24.2
ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2			4q34.2
ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3			4q35.2
ADAM21	ADAM metallopeptidase domain 21		ADAM31	14q24.1
ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P		14q24.2
ADAM22	ADAM metallopeptidase domain 22		MDC2	7q21
ADAM23	ADAM metallopeptidase domain 23		MDC3	2q33
ADAM24P	ADAM metallopeptidase domain 24, pseudogene			8p22
ADAM28	ADAM metallopeptidase domain 28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2
ADAM29	ADAM metallopeptidase domain 29		svph1, CT73	4q34.1
ADAM30	ADAM metallopeptidase domain 30		svph4	1p12
ADAM32	ADAM metallopeptidase domain 32			8p11.22
ADAM33	ADAM metallopeptidase domain 33	C20orf153	DKFZp434K0521, dJ964F7.1	20p13
ADAMDEC1	ADAM-like, decysin 1		M12.219	8p12
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1		C3-C5, METH1, KIAA1346	21q21.3
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q23-q24
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif, 3		KIAA0366, ADAMTS-4	4q21
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif, 4		KIAA0688, ADAMTS-2, ADMP-1	1q31-q32
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5		ADMP-2, ADAMTS11	21q21.3
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif, 6		ADAM-TS6	5q13
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7		ADAM-TS7, DKFZp434H204	15q25.1
ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P2		15q25.2
ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1			
ADAMTS7P3	ADAMTS7 pseudogene 3			15q24.3
ADAMTS7P4	ADAMTS7 pseudogene 4			15q25.3
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8		METH2, FLJ41712, ADAM-TS8	11q25
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9		KIAA1312	3p14.1
ADAMTS9-AS1	ADAMTS9 antisense RNA 1			3p14.1
ADAMTS9-AS2	ADAMTS9 antisense RNA 2			3p14.1
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10		ADAM-TS10	19p13.2
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12			5q35
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif, 14			10q21
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15			11q25
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif, 16		ADAMTS16s	5p15
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif, 17		FLJ32769, FLJ16363	15q24
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif, 18	ADAMTS21		16q23
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19			5q23.3
ADAMTS19-AS1	ADAMTS19 antisense RNA 1		RP11-346A9.1	5q23.3
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20		GON-1	12q12
ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18			
ADAMTSL1	ADAMTS-like 1	C9orf94	ADAMTSR1, FLJ35283	9p21.3
ADAMTSL2	ADAMTS-like 2		KIAA0605	9q34.3
ADAMTSL3	ADAMTS-like 3		KIAA1233, punctin-2	15q25.2
ADAMTSL4	ADAMTS-like 4	TSRC1	DKFZP434K1772	1q21.2
ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	C1orf138	FLJ45786	1q21.2
ADAMTSL5	ADAMTS-like 5	THSD6		19p13.3
ADAP1	ArfGAP with dual PH domains 1	CENTA1	GCS1L	7p22.3
ADAP2	ArfGAP with dual PH domains 2	CENTA2		17q11.2
ADAR	adenosine deaminase, RNA-specific	IFI4, G1P1	ADAR1	1q21.3
ADARB1	adenosine deaminase, RNA-specific, B1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3
ADARB2	adenosine deaminase, RNA-specific, B2 (non-functional)		RED2, hRED2, ADAR3	10p15.3
ADARB2-AS1	ADARB2 antisense RNA 1	C10orf109, NCRNA00168	bA466B20.1	10p15.3
ADAT1	adenosine deaminase, tRNA-specific 1			16q23
ADAT2	adenosine deaminase, tRNA-specific 2	DEADC1	dJ20N2.1, TAD2	6q24.2
ADAT3	adenosine deaminase, tRNA-specific 3		TAD3	19p13.3
ADCK1	aarF domain containing kinase 1		FLJ39600	14q24
ADCK2	aarF domain containing kinase 2		MGC20727	7q34
ADCK3	aarF domain containing kinase 3	CABC1	COQ8, SCAR9	1q42.11
ADCK4	aarF domain containing kinase 4		FLJ12229, COQ8	19q13.2
ADCK5	aarF domain containing kinase 5		FLJ35454	8q24.3
ADCP1	adenosine deaminase complexing protein 1			6
ADCP2~withdrawn	symbol withdrawn, see DPP4			
ADCR~withdrawn	symbol withdrawn, see WT2			
ADCY1	adenylate cyclase 1 (brain)		AC1	7p13-p12
ADCY2	adenylate cyclase 2 (brain)		HBAC2, KIAA1060, AC2	5p15.3
ADCY3	adenylate cyclase 3		AC3	2p23.3
ADCY4	adenylate cyclase 4		AC4	14q11.2
ADCY5	adenylate cyclase 5		AC5	3q21.1
ADCY6	adenylate cyclase 6		AC6	12q12-q13
ADCY7	adenylate cyclase 7		KIAA0037, AC7	16q12.1
ADCY8	adenylate cyclase 8 (brain)	ADCY3	HBAC1, AC8	8q24
ADCY9	adenylate cyclase 9		AC9	16p13.3
ADCY10	adenylate cyclase 10 (soluble)		SAC, Sacy, SACI, HCA2, RP1-313L4.2	1q24
ADCY10P1	adenylate cyclase 10 (soluble) pseudogene 1			6p21.1
ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)		PACAP	18p11
ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I		PAC1, PACAPR, PAC1R	7p14.3
ADD1	adducin 1 (alpha)			4p16.3
ADD2	adducin 2 (beta)		ADDB	2p13.3
ADD3	adducin 3 (gamma)	ADDL		10q25.2
ADD3-AS1	ADD3 antisense RNA 1			10q25.1
ADDL~withdrawn	symbol withdrawn, see ADD3			
ADFN	albinism-deafness syndrome			Xq26.3-q27.1
ADGB	androglobin	C6orf103	FLJ23121, dJ408K24.1	6q24.2
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1		4q23
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2		4q23
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3		4q23
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide		ADH-2	4q22
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	FDH	ADH-3, ADHX	4q23
ADH5P1~withdrawn	entry withdrawn			
ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2			1p31.1
ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3			1q43
ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	ADH5B	bA707M13.2	6q12
ADH6	alcohol dehydrogenase 6 (class V)		ADH-5	4q23
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		ADH-4	4q23-q24
ADHFE1	alcohol dehydrogenase, iron containing, 1		ADHFe1, FLJ32430	8q12.3
ADI1	acireductone dioxygenase 1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	2p25.2
ADIG	adipogenin		MGC39724, SMAF1, RP5-1100H13.2	20q11.23
ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	3q27
ADIPOQ-AS1	ADIPOQ antisense RNA 1			3q27.3
ADIPOR1	adiponectin receptor 1		PAQR1, ACDCR1	1q32.1
ADIPOR1P1	adiponectin receptor 1 pseudogene 1			10p12.31
ADIPOR1P2	adiponectin receptor 1 pseudogene 2			14q32.13
ADIPOR2	adiponectin receptor 2		PAQR2, ACDCR2	12p13
ADIRF	adipogenesis regulatory factor	C10orf116	APM2, AFRO	10q23.31
ADIRF-AS1	ADIRF antisense RNA 1			10q23.2
ADIR~withdrawn	symbol withdrawn, see TOR3A			
ADK	adenosine kinase		AK	10q22.2
ADL~withdrawn	symbol withdrawn, see SGCA			
ADM	adrenomedullin		AM	11p15.4
ADM2	adrenomedullin 2		AM2, FLJ21135	22q13.33
ADM5	adrenomedullin 5 (putative)	C19orf76	AM5	19q13.33
ADMLX~withdrawn	symbol withdrawn, see KAL1			
ADMLY~withdrawn	symbol withdrawn, see KALP			
ADNP	activity-dependent neuroprotector homeobox		KIAA0784, ADNP1	20q13.13
ADNP-AS1	ADNP antisense RNA 1			20q13.13
ADNP2	ADNP homeobox 2	ZNF508	KIAA0863	18q23
ADO	2-aminoethanethiol (cysteamine) dioxygenase	C10orf22	FLJ14547	10q21.3
ADORA1	adenosine A1 receptor		RDC7	1q32.1
ADORA2A	adenosine A2a receptor	ADORA2	RDC8	22q11.23
ADORA2A-AS1	ADORA2A antisense RNA 1	C22orf45	FLJ34651	22q11.23
ADORA2B	adenosine A2b receptor			17p12
ADORA2BP1	adenosine A2b receptor pseudogene 1	ADORA2BP		1q32.2
ADORA2L1~withdrawn	entry withdrawn			
ADORA2L2~withdrawn	entry withdrawn			
ADORA3	adenosine A3 receptor		AD026	1p13.2
ADPGK	ADP-dependent glucokinase		DKFZp434B195, ADP-GK	15q24.1
ADPGK-AS1	ADPGK antisense RNA 1			15q24.1
ADPRH	ADP-ribosylarginine hydrolase		ARH1	3q13.31-q13.33
ADPRHL1	ADP-ribosylhydrolase like 1		ARH2	13q34
ADPRHL2	ADP-ribosylhydrolase like 2		ARH3, FLJ20446	1p34.3
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent	C17orf48	MDS006	17p13.1
ADRA1A	adrenoceptor alpha 1A	ADRA1C	ADRA1L1	8p21.2
ADRA1B	adrenoceptor alpha 1B			5q33.3
ADRA1C~withdrawn	symbol withdrawn, see ADRA1A			
ADRA1D	adrenoceptor alpha 1D		ADRA1R, ADRA1A, ADRA1	20p13
ADRA2A	adrenoceptor alpha 2A	ADRA2, ADRA2R	ADRAR	10q25.2
ADRA2B	adrenoceptor alpha 2B	ADRA2L1, ADRA2RL1	ADRARL1	2q11.1
ADRA2C	adrenoceptor alpha 2C	ADRA2L2, ADRA2RL2	ADRARL2	4p16.3
ADRA2L1~withdrawn	symbol withdrawn, see ADRA2B			
ADRB1	adrenoceptor beta 1	ADRB1R		10q25.3
ADRB2	adrenoceptor beta 2, surface	ADRB2R	ADRBR, BAR, B2AR	5q31-q32
ADRB2RL1~withdrawn	symbol withdrawn, see HTR1A			
ADRB3	adrenoceptor beta 3			8p12
ADRBK1	adrenergic, beta, receptor kinase 1		GRK2, BARK1	11q13
ADRBK2	adrenergic, beta, receptor kinase 2		GRK3, BARK2	22q11
ADRM1	adhesion regulating molecule 1		GP110, Rpn13, ARM1	20q13.33
ADSL	adenylosuccinate lyase			22q13.1
ADSS	adenylosuccinate synthase			1q44
ADSSL1	adenylosuccinate synthase like 1		FLJ38602	14q32.33
ADTAA~withdrawn	symbol withdrawn, see AP2A1			
ADTAB~withdrawn	symbol withdrawn, see AP2A2			
ADTB1~withdrawn	symbol withdrawn, see AP1B1			
ADTB2~withdrawn	symbol withdrawn, see AP2B1			
ADTG~withdrawn	symbol withdrawn, see AP1G1			
ADTRP	androgen-dependent TFPI-regulating protein	C6orf105	dJ413H6.1, AIG1L	6p24.1
ADT~withdrawn	entry withdrawn			
AE1~withdrawn	symbol withdrawn, see SLC4A1			
AE2~withdrawn	symbol withdrawn, see SLC4A2			
AEBP1	AE binding protein 1		ACLP	7p
AEBP2	AE binding protein 2		MGC17922	12p12.3
AEMK~withdrawn	symbol withdrawn, see KCNA1			
AEN	apoptosis enhancing nuclease	ISG20L1	FLJ12484, FLJ12562	15q26.1
AEPLC~withdrawn	symbol withdrawn, see BACE2			
AES	amino-terminal enhancer of split		GRG5, TLE5	19p13.3
AEZ~withdrawn	symbol withdrawn, see SLC39A4			
AF8T	AF8 temperature sensitivity complementing			3
AFA	ankyloblepharon filiforme adnatum			reserved
AFAP1	actin filament associated protein 1		AFAP-110, AFAP	4p16
AFAP1-AS1	AFAP1 antisense RNA 1	AFAP1AS, AFAP1-AS	MGC10981	4p16.1
AFAP1L1	actin filament associated protein 1-like 1		FLJ36748	5q33.1
AFAP1L2	actin filament associated protein 1-like 2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	10q26.11
AFCP~withdrawn	symbol withdrawn, see CAPG			
AFD1	acrofacial dysostosis 1, Nager type			9q32
AFF1	AF4/FMR2 family, member 1	PBM1, MLLT2	AF-4, AF4	4q21.3
AFF2	AF4/FMR2 family, member 2	FMR2	FRAXE	Xq28
AFF2-IT1	AFF2 intronic transcript 1 (non-protein coding)			Xq28
AFF3	AF4/FMR2 family, member 3	LAF4	MLLT2-like	2q11.2-q12
AFF4	AF4/FMR2 family, member 4		AF5Q31, MCEF	5q31
AFG3L1P	AFG3-like AAA ATPase 1, pseudogene	AFG3, AFG3L1		16q24.3
AFG3L2	AFG3-like AAA ATPase 2	SCA28	SPAX5	18p11.21
AFG3L2P1	AFG3-like AAA ATPase 2 pseudogene 1	AFG3L2P		8p11.1
AFG3~withdrawn	symbol withdrawn, see AFG3L1P			
AFM	afamin		ALB2, ALBA	4q13.3
AFMID	arylformamidase		DKFZp686F03259, KF	17q25.3
AFP	alpha-fetoprotein	HPAFP	FETA	4q13.3
AFTPH	aftiphilin		MGC33965, FLJ20080, FLJ23793, Nbla10388	2p14
AGA	aspartylglucosaminidase		ASRG	4q34.3
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	CENTG2	KIAA1099, GGAP1	2q37
AGAP1-IT1	AGAP1 intronic transcript 1 (non-protein coding)			2q37.2
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1		12q13.2
AGAP2-AS1	AGAP2 antisense RNA 1		LOC100130776	12q14.1
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	CENTG3		7q36.1
AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	10q11.21
AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	CTGLF2	Em:AC073389.1	10q22.2
AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	CTGLF3	bA324H6.1	10q11.23
AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	CTGLF4, AGAP7	bA109G10.1	10q11.22
AGAP8~withdrawn	symbol withdrawn, see AGAP4			
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	CTGLF6	bA301J7.2, FLJ00312	10q11.22
AGAP10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10	CTGLF7	bA144G6.2	10q11.22
AGAP11	ankyrin repeat and GTPase domain Arf GTPase activating protein 11		KIAA1975	10q23.2
AGBL1	ATP/GTP binding protein-like 1		FLJ32310, CCP4	15q25.3
AGBL1-AS1	AGBL1 antisense RNA 1			15q25.3
AGBL2	ATP/GTP binding protein-like 2		FLJ23598, CCP2	11p11.2
AGBL3	ATP/GTP binding protein-like 3		MGC32955, CCP3	7q33
AGBL4	ATP/GTP binding protein-like 4		FLJ14442, CCP6	1p33
AGBL4-IT1	AGBL4 intronic transcript 1 (non-protein coding)			1p33
AGBL5	ATP/GTP binding protein-like 5		FLJ21839, CCP5	2p23.3
AGBL5-AS1	AGBL5 antisense RNA 1			2p23.3
AGBL5-IT1	AGBL5 intronic transcript 1 (non-protein coding)			2p23.3
AGER	advanced glycosylation end product-specific receptor		RAGE	6p21.3
AGFG1	ArfGAP with FG repeats 1	HRB	RIP, RAB	2q36
AGFG2	ArfGAP with FG repeats 2	HRBL	RABR	7q22.1
AGGF1	angiogenic factor with G patch and FHA domains 1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	5q13.3
AGGF1P1	angiogenic factor with G patch and FHA domains 1 pseudogene 1			4q35.2
AGGF1P2	angiogenic factor with G patch and FHA domains 1 pseudogene 2			10q26.3
AGGF1P3	angiogenic factor with G patch and FHA domains 1 pseudogene 3			3p12.3
AGGF1P4	angiogenic factor with G patch and FHA domains 1 pseudogene 4			16p11.1
AGK	acylglycerol kinase	MULK	FLJ10842	7q34
AGKP1	acylglycerol kinase pseudogene 1		AGKY1	Yq11.21
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase			1p21
AGMAT	agmatine ureohydrolase (agmatinase)		FLJ23384	1p36.13
AGMO	alkylglycerol monooxygenase	TMEM195	FLJ16237	7p21.1
AGMX1~withdrawn	symbol withdrawn, see BTK			
AGMX2	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)			Xp22
AGO1	argonaute RISC catalytic component 1	EIF2C1	hAGO1	1p34.3
AGO2	argonaute RISC catalytic component 2	EIF2C2	hAGO2, Q10	8q24.3
AGO3	argonaute RISC catalytic component 3	EIF2C3	hAGO3, FLJ12765	1p34
AGO4	argonaute RISC catalytic component 4	EIF2C4	hAGO4, KIAA1567, FLJ20033	1p34
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1		LPAAT-alpha	6p21.3
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	BSCL		9q34.3
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3		LPAAT-gamma	21q22.3
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4		LPAAT-delta, dJ473J16.2	6q25.3
AGPAT4-IT1	AGPAT4 intronic transcript 1 (non-protein coding)	C6orf59, NCRNA00241	FLJ23112	6q25.3
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5		FLJ11210, LPAAT-e, LPAAT-epsilon	8p23.1
AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1			Yp11.2
AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6		DKFZp586M1819, LPAAT-zeta	8p11.21
AGPAT9	1-acylglycerol-3-phosphate O-acyltransferase 9		MGC11324, LPAAT-theta, MAG1, HMFN0839	4q21.23
AGPS	alkylglycerone phosphate synthase		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S	2q
AGR2	anterior gradient 2		XAG-2, HAG-2, AG2, PDIA17	7p21.3
AGR3	anterior gradient 3		HAG3, hAG-3, BCMP11, PDIA18	7p21.1
AGRN	agrin		AGRIN	1p36.33
AGRP	agouti related neuropeptide		Agrt, ART, ASIP2	16q22
AGS1~withdrawn	symbol withdrawn, see TREX1			
AGS2~withdrawn	symbol withdrawn, see RNASEH2B			
AGS~withdrawn	symbol withdrawn, see JAG1			
AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	SERPINA8		1q42.2
AGTBP~withdrawn	symbol withdrawn, see NLN			
AGTIL~withdrawn	symbol withdrawn, see ASIP			
AGTPBP1	ATP/GTP binding protein 1		KIAA1035, Nna1, CCP1	9q21.33
AGTR1	angiotensin II receptor, type 1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B	3q24
AGTR1B~withdrawn	symbol withdrawn, see AGTR1			
AGTR2	angiotensin II receptor, type 2		AT2, MRX88	Xq22-q23
AGTRAP	angiotensin II receptor-associated protein		ATRAP	1p36.22
AGTRL2~withdrawn	entry withdrawn			
AGXT	alanine-glyoxylate aminotransferase	SPAT	AGXT1, PH1, AGT, SPT, AGT1	2q37.3
AGXT2	alanine--glyoxylate aminotransferase 2		AGT2	5p13
AHCTF1	AT hook containing transcription factor 1		ELYS	1q44
AHCTF1P1	AT hook containing transcription factor 1 pseudogene 1	AHCTF1P	ELYS-like	2q24.2
AHCY	adenosylhomocysteinase		SAHH	20q11.22
AHCYL1	adenosylhomocysteinase-like 1		XPVKONA, IRBIT, PPP1R78	1p13
AHCYL2	adenosylhomocysteinase-like 2		KIAA0828	7q32.1
AHCYP1	adenosylhomocysteinase pseudogene 1			10q11.22
AHCYP2	adenosylhomocysteinase pseudogene 2			9q33.2
AHCYP3	adenosylhomocysteinase pseudogene 3			2q12.1
AHCYP4	adenosylhomocysteinase pseudogene 4			2q22.1
AHCYP5	adenosylhomocysteinase pseudogene 5			2q32.3
AHCYP6	adenosylhomocysteinase pseudogene 6			11q14.1
AHCYP7	adenosylhomocysteinase pseudogene 7			15q21.2
AHCYP8	adenosylhomocysteinase pseudogene 8			1q44
AHC~withdrawn	symbol withdrawn, see NR0B1			
AHDC1	AT hook, DNA binding motif, containing 1		DJ159A19.3, RP1-159A19.1	1p36.13
AHDS~withdrawn	symbol withdrawn, see SLC16A2			
AHI1	Abelson helper integration site 1		FLJ20069, ORF1, JBTS3	6q23.2
AHNAK	AHNAK nucleoprotein		MGC5395	11q12-q13
AHNAK2	AHNAK nucleoprotein 2	C14orf78		14q32.33
AHR	aryl hydrocarbon receptor		bHLHe76	7p15
AHRR	aryl-hydrocarbon receptor repressor	AHH, AHHR	KIAA1234, bHLHe77	5p15.33
AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	C14orf3	p38	14q
AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)		DKFZp564C236, Hch1	2p14
AHSG	alpha-2-HS-glycoprotein		FETUA, A2HS, HSGA	3q27.3
AHSP	alpha hemoglobin stabilizing protein	ERAF	EDRF	16p11.1
AIC	Aicardi syndrome			Xp22
AICDA	activation-induced cytidine deaminase		HIGM2, CDA2, ARP2, AID	12p13
AIDA	axin interactor, dorsalization associated	C1orf80	FLJ12806	1q41
AIED~withdrawn	symbol withdrawn, see CACNA1F			
AIF1	allograft inflammatory factor 1		IRT-1, AIF-1, Em:AF129756.17, IBA1	6p21.3
AIF1L	allograft inflammatory factor 1-like	C9orf58	IBA2, FLJ12783	9q34.13-q34.3
AIFM1	apoptosis-inducing factor, mitochondrion-associated, 1	PDCD8, NAMSD	AIF, CMTX4	Xq26.1
AIFM1P1	apoptosis-inducing factor, mitochondrion-associated, 1 pseudogene 1			10p12.31
AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2	AMID	FLJ14497, PRG3	10q22.2
AIFM3	apoptosis-inducing factor, mitochondrion-associated, 3		AIFL, FLJ30473	22q11.21
AIG1	androgen-induced 1		dJ95L4.1, AIG-1, FLJ10485	6q24.1
AIG1P1	androgen-induced 1 pseudogene 1			5p13.1
AIH1~withdrawn	symbol withdrawn, see AMELX			
AIH2~withdrawn	symbol withdrawn, see ENAM			
AIH3	amelogenesis imperfecta 3, hypomaturation or hypoplastic type			Xq22-q28
AIM1	absent in melanoma 1	ST4	CRYBG1	6q21
AIM1L	absent in melanoma 1-like		CRYBG2, FLJ38020	1p35
